Fwd Packet Length Mean,Fwd Packet Length Std,Bwd IAT Total,Packet Length Mean,Label,NormFwd_Packet_Length_Mean,NormPacket_Length_Mean,NormFwd_Packet_Length_Std,NormBwd_IAT_Total,sequencial
151.976190476,313.509572262,601358,1283.80918102,video,1.01317460317,8.55872787348,4.35532051264,0.000501219828603,28
127.284507042,291.247965373,76395,1221.6991251,video,0.848563380282,8.144660834,4.04605903642,0.000063673699870,29
115.307142857,272.257807835,37551,1278.21059113,video,0.768714285714,8.52140394089,3.78224500974,0.000031298005155,30
136.256493506,295.766732613,116094,1278.82255145,video,0.908376623377,8.52548367634,4.10883440723,0.000096762019931,31
77.9861111111,198.596854476,13053,1293.04471778,video,0.519907407407,8.62029811856,2.758936347,0.000010879413632,32
142.180176211,301.782129258,464145,1270.80350157,video,0.94786784141,8.47202334379,4.19240117112,0.000386855545860,33
177.602787456,336.870166447,323400,1273.9624452,video,1.18401858304,8.49308296797,4.67984928,0.000269547411975,34
145.1875,307.428161543,51277,1299.43970988,video,0.967916666667,8.66293139921,4.27083667166,0.000042738350785,35
153.4,311.940520898,173328,1274.92360833,video,1.02266666667,8.4994907222,4.3335230232,0.000144465410707,36
126.327413127,277.784018149,383719,1285.80978675,video,0.842182754183,8.57206524502,3.85901592606,0.000319822088360,37
239.170940171,395.830349341,113526,1232.2523473,video,1.59447293447,8.21501564869,5.49893270427,0.000094621643450,38
154.461267606,315.259309711,237559,1271.13192159,video,1.02974178404,8.47421281061,4.37962811943,0.000198000660610,39
189.680084746,353.372026879,252005,1242.35645997,video,1.26453389831,8.28237639977,4.90909552188,0.000210041111796,40
181.182186235,347.321134971,159068,1275.55170398,video,1.20788124157,8.50367802651,4.82503565266,0.000132579986790,41
142.258865248,300.547309703,122812,1281.22668056,video,0.948392434988,8.54151120375,4.1752468785,0.000102361338155,42
62.7057767136,93.0787348654,142883,735.557992203,video,0.418038511424,4.90371994802,1.2930633037,0.000119090113992,43
82.0894039735,209.318063471,111958,1247.81881796,video,0.547262693157,8.31879211971,2.90787693953,0.000093314746907,44
117.266112266,137.033806698,123044,1118.53645712,video,0.781774081774,7.45690971411,1.90369354573,0.000102554705501,45
186.971631206,348.085004328,265235,1266.06099722,video,1.24647754137,8.44040664816,4.83564743671,0.000221068051376,46
101.087912088,244.858033312,121785,1254.51587642,video,0.673919413919,8.36343917614,3.40160336246,0.000101505354259,47
167.094233474,326.688984712,222910,1279.02973947,video,1.11396155649,8.52686492977,4.53841082461,0.000185791012997,48
54.0377738042,86.4635739374,272746,542.397478705,video,0.360251825361,3.61598319137,1.20116452729,0.000227328319191,49
200.531884058,365.967044801,308168,1278.78055206,video,1.33687922705,8.52520368037,5.08406734019,0.000256851845558,50
70.9445205479,186.065967788,117893,889.42079945,video,0.47296347032,5.92947199633,2.58485544911,0.000098261450340,51
270.936102236,422.201888094,245034,1259.90166123,video,1.80624068158,8.39934440819,5.86528995089,0.000204230923147,52
52.522875817,92.3440797224,124530,950.462385618,video,0.350152505447,6.33641590412,1.28285736775,0.000103793256689,53
148.200507614,309.478485621,213673,1273.66706174,video,0.988003384095,8.49111374493,4.29932007154,0.000178092158809,54
36,0,0,193.666666667,dns,0.24,1.29111111111,0,0.000000000000000,55
46,0,15,147.4,dns,0.306666666667,0.982666666667,0,0.000000012502199,56
46,0,182065,147.4,dns,0.306666666667,0.982666666667,0,0.000151747524926,57
33,0,0,123.333333333,dns,0.22,0.822222222222,0,0.000000000000000,58
40,0,0,102.5,dns,0.266666666667,0.683333333333,0,0.000000000000000,59
32,0,0,99.75,dns,0.213333333333,0.665,0,0.000000000000000,60
34,0,3905,166,dns,0.226666666667,1.10666666667,0,0.000003254739158,61
52,0,0,134,dns,0.346666666667,0.893333333333,0,0.000000000000000,62
29,0,0,153,dns,0.193333333333,1.02,0,0.000000000000000,63
46,0,22,147.4,dns,0.306666666667,0.982666666667,0,0.000000018336559,64
46,0,25,147.4,dns,0.306666666667,0.982666666667,0,0.000000020836998,65
36,0,0,193.666666667,dns,0.24,1.29111111111,0,0.000000000000000,66
36,0,0,193.666666667,dns,0.24,1.29111111111,0,0.000000000000000,67
46,0,24884,147.4,dns,0.306666666667,0.982666666667,0,0.000020740314779,68
35,0,0,135,dns,0.233333333333,0.9,0,0.000000000000000,69
49,0,0,125.25,dns,0.326666666667,0.835,0,0.000000000000000,70
34,0,25,144,dns,0.226666666667,0.96,0,0.000000020836998,71
46,0,30,147.4,dns,0.306666666667,0.982666666667,0,0.000000025004398,72
46,0,16,147.4,dns,0.306666666667,0.982666666667,0,0.000000013335679,73
36,0,0,36,dns,0.24,0.24,0,0.000000000000000,74
46,0,11809,147.4,dns,0.306666666667,0.982666666667,0,0.000009842564589,75
37,0,0,133,dns,0.246666666667,0.886666666667,0,0.000000000000000,76
46,0,10,147.4,dns,0.306666666667,0.982666666667,0,0.000000008334799,77
46,0,17,147.4,dns,0.306666666667,0.982666666667,0,0.000000014169159,78
18,0,0,18,dns,0.12,0.12,0,0.000000000000000,79
28,0,0,116,dns,0.186666666667,0.773333333333,0,0.000000000000000,80
46,0,90,147.4,dns,0.306666666667,0.982666666667,0,0.000000075013194,81
47,0,0,137.333333333,dns,0.313333333333,0.915555555556,0,0.000000000000000,82
31,0,0,183.333333333,dns,0.206666666667,1.22222222222,0,0.000000000000000,83
46,0,16,147.4,dns,0.306666666667,0.982666666667,0,0.000000013335679,84
46,0,24631,147.4,dns,0.306666666667,0.982666666667,0,0.000020529444355,85
46,0,42,147.4,dns,0.306666666667,0.982666666667,0,0.000000035006157,86
37,0,0,133,dns,0.246666666667,0.886666666667,0,0.000000000000000,87
35,0,0,125.333333333,dns,0.233333333333,0.835555555556,0,0.000000000000000,88
46,0,25,147.4,dns,0.306666666667,0.982666666667,0,0.000000020836998,89
46,0,20140,147.4,dns,0.306666666667,0.982666666667,0,0.000016786285953,90
28,0,0,59,dns,0.186666666667,0.393333333333,0,0.000000000000000,91
28,0,0,59,dns,0.186666666667,0.393333333333,0,0.000000000000000,92
34,0,0,121.25,dns,0.226666666667,0.808333333333,0,0.000000000000000,93
52,0,0,134,dns,0.346666666667,0.893333333333,0,0.000000000000000,94
36,0,0,193.666666667,dns,0.24,1.29111111111,0,0.000000000000000,95
36,0,0,193.666666667,dns,0.24,1.29111111111,0,0.000000000000000,96
55,0,0,134.333333333,dns,0.366666666667,0.895555555556,0,0.000000000000000,97
46,0,24381,147.4,dns,0.306666666667,0.982666666667,0,0.000020321074370,98
46,0,164,147.4,dns,0.306666666667,0.982666666667,0,0.000000136690710,99
36,0,0,193.666666667,dns,0.24,1.29111111111,0,0.000000000000000,100
33,0,0,121,dns,0.22,0.806666666667,0,0.000000000000000,101
37,0,0,133,dns,0.246666666667,0.886666666667,0,0.000000000000000,102
46,0,1725,133.6,dns,0.306666666667,0.890666666667,0,0.000001437752893,103
32,0,0,127.666666667,dns,0.213333333333,0.851111111111,0,0.000000000000000,104
50,0,0,125,dns,0.333333333333,0.833333333333,0,0.000000000000000,105
31,0,0,153.333333333,dns,0.206666666667,1.02222222222,0,0.000000000000000,106
34,0,23,144,dns,0.226666666667,0.96,0,0.000000019170039,107
28,0,0,59,dns,0.186666666667,0.393333333333,0,0.000000000000000,108
36,0,0,193.666666667,dns,0.24,1.29111111111,0,0.000000000000000,109
46,0,64,147.4,dns,0.306666666667,0.982666666667,0,0.000000053342716,110
27,0,0,52,dns,0.18,0.346666666667,0,0.000000000000000,111
46,0,0,139,dns,0.306666666667,0.926666666667,0,0.000000000000000,112
46,0,23305,147.4,dns,0.306666666667,0.982666666667,0,0.000019424249957,113
46,0,25,147.4,dns,0.306666666667,0.982666666667,0,0.000000020836998,114
31,0,0,110,dns,0.206666666667,0.733333333333,0,0.000000000000000,115
36,0,0,193.666666667,dns,0.24,1.29111111111,0,0.000000000000000,116
46,0,1464,147.4,dns,0.306666666667,0.982666666667,0,0.000001220214629,117
34,0,18,144,dns,0.226666666667,0.96,0,0.000000015002639,118
38,0,0,147,dns,0.253333333333,0.98,0,0.000000000000000,119
36,0,0,193.666666667,dns,0.24,1.29111111111,0,0.000000000000000,120
46,0,16523,147.4,dns,0.306666666667,0.982666666667,0,0.000013771589017,121
36,0,0,45.3333333333,dns,0.24,0.302222222222,0,0.000000000000000,122
45,0,0,135.333333333,dns,0.3,0.902222222222,0,0.000000000000000,123
33,0,0,188.333333333,dns,0.22,1.25555555556,0,0.000000000000000,124
39,0,0,96,dns,0.26,0.64,0,0.000000000000000,125
46,0,50,147.4,dns,0.306666666667,0.982666666667,0,0.000000041673997,126
46,0,260028,147.4,dns,0.306666666667,0.982666666667,0,0.000216728121339,127
46,0,57,147.4,dns,0.306666666667,0.982666666667,0,0.000000047508356,128
46,0,10,147.4,dns,0.306666666667,0.982666666667,0,0.000000008334799,129
46,0,0,133.5,dns,0.306666666667,0.89,0,0.000000000000000,130
46,0,22288,147.4,dns,0.306666666667,0.982666666667,0,0.000018576600860,131
46,0,5028191,156.75,dns,0.306666666667,1.045,0,0.004190896323330,132
46,0,15,133.6,dns,0.306666666667,0.890666666667,0,0.000000012502199,133
33,0,0,130,dns,0.22,0.866666666667,0,0.000000000000000,134
46,0,18,147.4,dns,0.306666666667,0.982666666667,0,0.000000015002639,135
46,0,84,147.4,dns,0.306666666667,0.982666666667,0,0.000000070012315,136
46,0,17,133.6,dns,0.306666666667,0.890666666667,0,0.000000014169159,137
33,0,324,145.8,dns,0.22,0.972,0,0.000000270047500,138
36,0,0,193.666666667,dns,0.24,1.29111111111,0,0.000000000000000,139
46,0,23638,147.4,dns,0.306666666667,0.982666666667,0,0.000019701798776,140
27,0,0,52,dns,0.18,0.346666666667,0,0.000000000000000,141
46,0,26,147.4,dns,0.306666666667,0.982666666667,0,0.000000021670478,142
33,0,0,129,dns,0.22,0.86,0,0.000000000000000,143
37,0,0,133,dns,0.246666666667,0.886666666667,0,0.000000000000000,144
36,0,0,193.666666667,dns,0.24,1.29111111111,0,0.000000000000000,145
28,0,0,59,dns,0.186666666667,0.393333333333,0,0.000000000000000,146
33,0,0,121,dns,0.22,0.806666666667,0,0.000000000000000,147
30,0,793,134.2,dns,0.2,0.894666666667,0,0.000000660949591,148
32,0,0,120,dns,0.213333333333,0.8,0,0.000000000000000,149
33,0,0,121,dns,0.22,0.806666666667,0,0.000000000000000,150
36,0,0,174,dns,0.24,1.16,0,0.000000000000000,151
36,0,0,36,dns,0.24,0.24,0,0.000000000000000,152
28,0,0,59,dns,0.186666666667,0.393333333333,0,0.000000000000000,153
36,0,0,36,dns,0.24,0.24,0,0.000000000000000,154
36,0,0,193.666666667,dns,0.24,1.29111111111,0,0.000000000000000,155
30,0,14,134.2,dns,0.2,0.894666666667,0,0.000000011668719,156
46,0,21,147.4,dns,0.306666666667,0.982666666667,0,0.000000017503079,157
46,0,28,147.4,dns,0.306666666667,0.982666666667,0,0.000000023337438,158
46,0,24912,133.6,dns,0.306666666667,0.890666666667,0,0.000020763652217,159
46,0,24768,133.6,dns,0.306666666667,0.890666666667,0,0.000020643631106,160
32,0,0,167.333333333,dns,0.213333333333,1.11555555556,0,0.000000000000000,161
32,0,0,147,dns,0.213333333333,0.98,0,0.000000000000000,162
46,0,400,133.6,dns,0.306666666667,0.890666666667,0,0.000000333391975,163
18,0,134703235,54.350877193,dns,0.12,0.362339181287,0,0.112272443967000,164
46,0,24,147.4,dns,0.306666666667,0.982666666667,0,0.000000020003519,165
46,0,16,147.4,dns,0.306666666667,0.982666666667,0,0.000000013335679,166
46,0,23293,147.4,dns,0.306666666667,0.982666666667,0,0.000019414248198,167
46,0,70,147.4,dns,0.306666666667,0.982666666667,0,0.000000058343596,168
33,0,0,123.333333333,dns,0.22,0.822222222222,0,0.000000000000000,169
46,0,25188,147.4,dns,0.306666666667,0.982666666667,0,0.000020993692680,170
29,0,0,189,dns,0.193333333333,1.26,0,0.000000000000000,171
30,0,223073,134.2,dns,0.2,0.894666666667,0,0.000185926870227,172
32,0,0,126,dns,0.213333333333,0.84,0,0.000000000000000,173
46,0,15,133.6,dns,0.306666666667,0.890666666667,0,0.000000012502199,174
36,0,0,36,dns,0.24,0.24,0,0.000000000000000,175
46,0,43,147.4,dns,0.306666666667,0.982666666667,0,0.000000035839637,176
46,0,106,147.4,dns,0.306666666667,0.982666666667,0,0.000000088348873,177
36,0,0,193.666666667,dns,0.24,1.29111111111,0,0.000000000000000,178
34,0,0,140.333333333,dns,0.226666666667,0.935555555556,0,0.000000000000000,179
46,0,13,147.4,dns,0.306666666667,0.982666666667,0,0.000000010835239,180
46,0,125,147.4,dns,0.306666666667,0.982666666667,0,0.000000104184992,181
44,0,0,71,dns,0.293333333333,0.473333333333,0,0.000000000000000,182
33,0,70,145.8,dns,0.22,0.972,0,0.000000058343596,183
36,0,0,82,dns,0.24,0.546666666667,0,0.000000000000000,184
46,0,25126,147.4,dns,0.306666666667,0.982666666667,0,0.000020942016924,185
35,0,0,156.333333333,dns,0.233333333333,1.04222222222,0,0.000000000000000,186
45,0,0,135.333333333,dns,0.3,0.902222222222,0,0.000000000000000,187
36,0,0,193.666666667,dns,0.24,1.29111111111,0,0.000000000000000,188
33,0,19,145.8,dns,0.22,0.972,0,0.000000015836119,189
33,0,556,145.8,dns,0.22,0.972,0,0.000000463414846,190
34,0,0,150.333333333,dns,0.226666666667,1.00222222222,0,0.000000000000000,191
35,0,0,151,dns,0.233333333333,1.00666666667,0,0.000000000000000,192
46,0,22,147.4,dns,0.306666666667,0.982666666667,0,0.000000018336559,193
40,0,0,147,dns,0.266666666667,0.98,0,0.000000000000000,194
47,0,0,135,dns,0.313333333333,0.9,0,0.000000000000000,195
36,0,0,193.666666667,dns,0.24,1.29111111111,0,0.000000000000000,196
46,0,22,147.4,dns,0.306666666667,0.982666666667,0,0.000000018336559,197
36,0,0,193.666666667,dns,0.24,1.29111111111,0,0.000000000000000,198
33,0,0,121,dns,0.22,0.806666666667,0,0.000000000000000,199
46,0,26,147.4,dns,0.306666666667,0.982666666667,0,0.000000021670478,200
46,0,19,147.4,dns,0.306666666667,0.982666666667,0,0.000000015836119,201
46,0,40,147.4,dns,0.306666666667,0.982666666667,0,0.000000033339198,202
46,0,18,147.4,dns,0.306666666667,0.982666666667,0,0.000000015002639,203
36,0,0,124,dns,0.24,0.826666666667,0,0.000000000000000,204
46,0,24822,147.4,dns,0.306666666667,0.982666666667,0,0.000020688639023,205
28,0,0,59,dns,0.186666666667,0.393333333333,0,0.000000000000000,206
32,0,0,120,dns,0.213333333333,0.8,0,0.000000000000000,207
33,0,0,142,dns,0.22,0.946666666667,0,0.000000000000000,208
37,0,0,131.666666667,dns,0.246666666667,0.877777777778,0,0.000000000000000,209
46,0,84,147.4,dns,0.306666666667,0.982666666667,0,0.000000070012315,210
46,0,60,147.4,dns,0.306666666667,0.982666666667,0,0.000000050008796,211
31,0,0,183.333333333,dns,0.206666666667,1.22222222222,0,0.000000000000000,212
33,0,0,188.333333333,dns,0.22,1.25555555556,0,0.000000000000000,213
41,0,0,197,dns,0.273333333333,1.31333333333,0,0.000000000000000,214
46,0,26,147.4,dns,0.306666666667,0.982666666667,0,0.000000021670478,215
36,0,0,193.666666667,dns,0.24,1.29111111111,0,0.000000000000000,216
38,0,0,126,dns,0.253333333333,0.84,0,0.000000000000000,217
33,0,0,123.333333333,dns,0.22,0.822222222222,0,0.000000000000000,218
46,0,19,147.4,dns,0.306666666667,0.982666666667,0,0.000000015836119,219
46,0,24725,147.4,dns,0.306666666667,0.982666666667,0,0.000020607791469,220
36,0,0,193.666666667,dns,0.24,1.29111111111,0,0.000000000000000,221
46,0,48,147.4,dns,0.306666666667,0.982666666667,0,0.000000040007037,222
46,0,36,147.4,dns,0.306666666667,0.982666666667,0,0.000000030005278,223
46,0,1950,147.4,dns,0.306666666667,0.982666666667,0,0.000001625285879,224
37,0,0,133,dns,0.246666666667,0.886666666667,0,0.000000000000000,225
46,0,17,133.6,dns,0.306666666667,0.890666666667,0,0.000000014169159,226
33,0,24400,145.8,dns,0.22,0.972,0,0.000020336910489,227
46,0,24,147.4,dns,0.306666666667,0.982666666667,0,0.000000020003519,228
46,0,25493,147.4,dns,0.306666666667,0.982666666667,0,0.000021247904061,229
37,0,0,133,dns,0.246666666667,0.886666666667,0,0.000000000000000,230
50,0,0,136.333333333,dns,0.333333333333,0.908888888889,0,0.000000000000000,231
48,0,0,197,dns,0.32,1.31333333333,0,0.000000000000000,232
53,0,0,118.666666667,dns,0.353333333333,0.791111111111,0,0.000000000000000,233
51,0,0,201,dns,0.34,1.34,0,0.000000000000000,234
45,0,0,172.666666667,dns,0.3,1.15111111111,0,0.000000000000000,235
50,0,0,139.666666667,dns,0.333333333333,0.931111111111,0,0.000000000000000,236
40,0,0,146.333333333,dns,0.266666666667,0.975555555556,0,0.000000000000000,237
50,0,0,151,dns,0.333333333333,1.00666666667,0,0.000000000000000,238
32,0,0,37.3333333333,dns,0.213333333333,0.248888888889,0,0.000000000000000,239
32,0,0,120,dns,0.213333333333,0.8,0,0.000000000000000,240
36,0,0,28,dns,0.24,0.186666666667,0,0.000000000000000,241
53,0,0,156.333333333,dns,0.353333333333,1.04222222222,0,0.000000000000000,242
51,0,0,195.333333333,dns,0.34,1.30222222222,0,0.000000000000000,243
39,0,49278,155.4,dns,0.26,1.036,0,0.000041072224389,244
45,0,0,193,dns,0.3,1.28666666667,0,0.000000000000000,245
49,0,0,197.666666667,dns,0.326666666667,1.31777777778,0,0.000000000000000,246
46,0,0,194.333333333,dns,0.306666666667,1.29555555556,0,0.000000000000000,247
44,0,0,113.666666667,dns,0.293333333333,0.757777777778,0,0.000000000000000,248
33,0,0,188.333333333,dns,0.22,1.25555555556,0,0.000000000000000,249
33,0,13396,141.4,dns,0.22,0.942666666667,0,0.000011165297251,250
44,0,0,174.333333333,dns,0.293333333333,1.16222222222,0,0.000000000000000,251
50,0,0,200,dns,0.333333333333,1.33333333333,0,0.000000000000000,252
40,0,0,130.333333333,dns,0.266666666667,0.868888888889,0,0.000000000000000,253
31,0,0,145.25,dns,0.206666666667,0.968333333333,0,0.000000000000000,254
40,0,1998274,148.4,dns,0.266666666667,0.989333333333,0,0.001665521289780,255
28,0,0,116,dns,0.186666666667,0.773333333333,0,0.000000000000000,256
28,0,0,116,dns,0.186666666667,0.773333333333,0,0.000000000000000,257
32,0,0,120,dns,0.213333333333,0.8,0,0.000000000000000,258
53,0,0,204.333333333,dns,0.353333333333,1.36222222222,0,0.000000000000000,259
46,0,0,132.333333333,dns,0.306666666667,0.882222222222,0,0.000000000000000,260
36,0,0,136.333333333,dns,0.24,0.908888888889,0,0.000000000000000,261
33,0,0,171,dns,0.22,1.14,0,0.000000000000000,262
49,0,0,200,dns,0.326666666667,1.33333333333,0,0.000000000000000,263
33,0,0,123.333333333,dns,0.22,0.822222222222,0,0.000000000000000,264
53,0,0,204.333333333,dns,0.353333333333,1.36222222222,0,0.000000000000000,265
51,0,0,135,dns,0.34,0.9,0,0.000000000000000,266
33,0,0,121,dns,0.22,0.806666666667,0,0.000000000000000,267
48,0,0,153,dns,0.32,1.02,0,0.000000000000000,268
32,0,0,120,dns,0.213333333333,0.8,0,0.000000000000000,269
49,0,0,122.666666667,dns,0.326666666667,0.817777777778,0,0.000000000000000,270
29,0,0,161.666666667,dns,0.193333333333,1.07777777778,0,0.000000000000000,271
37,0,0,127.333333333,dns,0.246666666667,0.848888888889,0,0.000000000000000,272
37,0,0,133,dns,0.246666666667,0.886666666667,0,0.000000000000000,273
36,0,0,144,dns,0.24,0.96,0,0.000000000000000,274
36,0,0,136.333333333,dns,0.24,0.908888888889,0,0.000000000000000,275
39,0,0,129.333333333,dns,0.26,0.862222222222,0,0.000000000000000,276
29,0,0,169.333333333,dns,0.193333333333,1.12888888889,0,0.000000000000000,277
39,0,0,183,dns,0.26,1.22,0,0.000000000000000,278
44,0,0,134.333333333,dns,0.293333333333,0.895555555556,0,0.000000000000000,279
32,0,0,120,dns,0.213333333333,0.8,0,0.000000000000000,280
34,0,0,131.666666667,dns,0.226666666667,0.877777777778,0,0.000000000000000,281
49,0,0,135.333333333,dns,0.326666666667,0.902222222222,0,0.000000000000000,282
33,0,0,129,dns,0.22,0.86,0,0.000000000000000,283
45,0,0,163,dns,0.3,1.08666666667,0,0.000000000000000,284
42,0,0,132.333333333,dns,0.28,0.882222222222,0,0.000000000000000,285
37,0,0,133,dns,0.246666666667,0.886666666667,0,0.000000000000000,286
51,0,0,201.666666667,dns,0.34,1.34444444444,0,0.000000000000000,287
49,0,0,108.333333333,dns,0.326666666667,0.722222222222,0,0.000000000000000,288
50,0,0,169.666666667,dns,0.333333333333,1.13111111111,0,0.000000000000000,289
45,0,0,160,dns,0.3,1.06666666667,0,0.000000000000000,290
34,0,0,117.8,dns,0.226666666667,0.785333333333,0,0.000000000000000,291
36,0,0,136.333333333,dns,0.24,0.908888888889,0,0.000000000000000,292
6,0,0,6,dns,0.04,0.04,0,0.000000000000000,293
34,8.48528137424,92550,142.4,dns,0.226666666667,0.949333333333,0.117878761271,0.000077138568269,294
44,0,0,96,dns,0.293333333333,0.64,0,0.000000000000000,295
47,0,0,197.333333333,dns,0.313333333333,1.31555555556,0,0.000000000000000,296
50,0,0,140.333333333,dns,0.333333333333,0.935555555556,0,0.000000000000000,297
36,0,0,194,dns,0.24,1.29333333333,0,0.000000000000000,298
42,0,0,132.333333333,dns,0.28,0.882222222222,0,0.000000000000000,299
50,0,0,199.666666667,dns,0.333333333333,1.33111111111,0,0.000000000000000,300
50,0,0,170.666666667,dns,0.333333333333,1.13777777778,0,0.000000000000000,301
32,0,0,120,dns,0.213333333333,0.8,0,0.000000000000000,302
41,0,1615558,162.285714286,dns,0.273333333333,1.0819047619,0,0.001346535181800,303
40,0,0,182.666666667,dns,0.266666666667,1.21777777778,0,0.000000000000000,304
32,0,0,37.3333333333,dns,0.213333333333,0.248888888889,0,0.000000000000000,305
33,0,0,121,dns,0.22,0.806666666667,0,0.000000000000000,306
48,0,0,157.666666667,dns,0.32,1.05111111111,0,0.000000000000000,307
52,0,0,199.333333333,dns,0.346666666667,1.32888888889,0,0.000000000000000,308
28,0,0,44.6666666667,dns,0.186666666667,0.297777777778,0,0.000000000000000,309
50,0,0,150.333333333,dns,0.333333333333,1.00222222222,0,0.000000000000000,310
43,0,0,162.333333333,dns,0.286666666667,1.08222222222,0,0.000000000000000,311
36,0,0,191.666666667,dns,0.24,1.27777777778,0,0.000000000000000,312
33,0,0,123.333333333,dns,0.22,0.822222222222,0,0.000000000000000,313
34,0,0,144,dns,0.226666666667,0.96,0,0.000000000000000,314
49,0,0,135.333333333,dns,0.326666666667,0.902222222222,0,0.000000000000000,315
29,0,0,161,dns,0.193333333333,1.07333333333,0,0.000000000000000,316
41,0,0,137.333333333,dns,0.273333333333,0.915555555556,0,0.000000000000000,317
33,0,0,186,dns,0.22,1.24,0,0.000000000000000,318
49,0,0,138.333333333,dns,0.326666666667,0.922222222222,0,0.000000000000000,319
49,0,0,149,dns,0.326666666667,0.993333333333,0,0.000000000000000,320
33,0,0,103.75,dns,0.22,0.691666666667,0,0.000000000000000,321
50,0,0,139.666666667,dns,0.333333333333,0.931111111111,0,0.000000000000000,322
41,0,0,74.3333333333,dns,0.273333333333,0.495555555556,0,0.000000000000000,323
50,0,0,199.666666667,dns,0.333333333333,1.33111111111,0,0.000000000000000,324
34,0,0,134.666666667,dns,0.226666666667,0.897777777778,0,0.000000000000000,325
45,0,0,135.333333333,dns,0.3,0.902222222222,0,0.000000000000000,326
45,0,0,196.333333333,dns,0.3,1.30888888889,0,0.000000000000000,327
88,0,0,226.666666667,dns,0.586666666667,1.51111111111,0,0.000000000000000,328
38,0,0,153.666666667,dns,0.253333333333,1.02444444444,0,0.000000000000000,329
48,0,0,169,dns,0.32,1.12666666667,0,0.000000000000000,330
44,0,0,121.333333333,dns,0.293333333333,0.808888888889,0,0.000000000000000,331
50,0,0,140.333333333,dns,0.333333333333,0.935555555556,0,0.000000000000000,332
74,0,0,58.6666666667,dns,0.493333333333,0.391111111111,0,0.000000000000000,333
49,0,0,198.666666667,dns,0.326666666667,1.32444444444,0,0.000000000000000,334
49,0,0,199.333333333,dns,0.326666666667,1.32888888889,0,0.000000000000000,335
37,0,0,125,dns,0.246666666667,0.833333333333,0,0.000000000000000,336
45,0,0,135.333333333,dns,0.3,0.902222222222,0,0.000000000000000,337
34,0,0,130,dns,0.226666666667,0.866666666667,0,0.000000000000000,338
38,0,0,187.333333333,dns,0.253333333333,1.24888888889,0,0.000000000000000,339
