entropyFunctionName,p,alfa,filename,LowLowerDegree, LowUpperDegree,ReasonableLowerDegree, ReasonableUpperDegree,HighLowerDegree,HighUpperDegree
BustinceEtAl2019,1,0.5,dataset_17102021_out_redutor_centroid.csv,0.0017565,0.0027411,0.0099868,0.15654,0.023503,0.035984
