entropyFunctionName,p,alfa,filename,LowLowerDegree, LowUpperDegree,ReasonableLowerDegree, ReasonableUpperDegree,HighLowerDegree,HighUpperDegree
BustinceEtAl2019,1,0.5,dataset_17102021_out_redutor_center_of_sets.csv,0.0018194,0.0030468,0.015833,0.16358,0.027306,0.042491
