entropyFunctionName,p,alfa,filename,LowLowerDegree, LowUpperDegree,ReasonableLowerDegree, ReasonableUpperDegree,HighLowerDegree,HighUpperDegree
BustinceEtAl2019,1,0.5,dataset_24102021_out_redutor_centroid.csv,0.016684,0.025335,0.0090564,0.15336,0.0018777,0.0030364
