entropyFunctionName,p,alfa,filename,LowLowerDegree, LowUpperDegree,ReasonableLowerDegree, ReasonableUpperDegree,HighLowerDegree,HighUpperDegree
BustinceEtAl2019,1,0.5,dataset_24102021_out_redutor_center_of_sets.csv,0.016346,0.026566,0.0096736,0.15463,0.0023659,0.0039699
